block,flat_type,unit_no,floor,stack,status,size,cost
118A,3-Room,#03-75,03,75,available,68 Sqm,"$330,200"
118A,3-Room,#04-75,04,75,available,68 Sqm,"$333,200"
118A,3-Room,#05-75,05,75,available,68 Sqm,"$336,200"
118A,3-Room,#06-75,06,75,available,68 Sqm,"$338,700"
118A,3-Room,#07-75,07,75,available,68 Sqm,"$341,200"
118A,3-Room,#08-75,08,75,available,68 Sqm,"$343,700"
118A,3-Room,#09-75,09,75,available,68 Sqm,"$344,700"
118A,3-Room,#10-75,10,75,available,68 Sqm,"$345,700"
118A,3-Room,#11-75,11,75,available,68 Sqm,"$346,700"
118A,3-Room,#12-75,12,75,available,68 Sqm,"$347,700"
118A,3-Room,#13-75,13,75,available,68 Sqm,"$348,700"
118A,3-Room,#14-75,14,75,available,68 Sqm,"$349,700"
118A,3-Room,#15-75,15,75,booked,,
118A,3-Room,#16-75,16,75,booked,,
118A,3-Room,#17-75,17,75,booked,,
118A,3-Room,#01-81,01,81,available,68 Sqm,"$317,800"
118A,3-Room,#02-81,02,81,available,68 Sqm,"$327,200"
118A,3-Room,#03-81,03,81,available,68 Sqm,"$330,200"
118A,3-Room,#04-81,04,81,available,68 Sqm,"$333,200"
118A,3-Room,#05-81,05,81,available,68 Sqm,"$336,200"
118A,3-Room,#06-81,06,81,available,68 Sqm,"$338,700"
118A,3-Room,#07-81,07,81,available,68 Sqm,"$341,200"
118A,3-Room,#08-81,08,81,available,68 Sqm,"$343,700"
118A,3-Room,#09-81,09,81,available,68 Sqm,"$344,700"
118A,3-Room,#10-81,10,81,available,68 Sqm,"$345,700"
118A,3-Room,#11-81,11,81,available,68 Sqm,"$346,700"
118A,3-Room,#12-81,12,81,available,68 Sqm,"$347,700"
118A,3-Room,#13-81,13,81,booked,,
118A,3-Room,#14-81,14,81,available,68 Sqm,"$349,700"
118A,3-Room,#15-81,15,81,available,68 Sqm,"$350,700"
118A,3-Room,#16-81,16,81,available,68 Sqm,"$351,700"
118A,3-Room,#17-81,17,81,available,68 Sqm,"$351,700"
118A,3-Room,#01-85,01,85,available,68 Sqm,"$317,800"
118A,3-Room,#02-85,02,85,available,68 Sqm,"$327,200"
118A,3-Room,#03-85,03,85,available,68 Sqm,"$330,200"
118A,3-Room,#04-85,04,85,available,68 Sqm,"$333,200"
118A,3-Room,#05-85,05,85,available,68 Sqm,"$336,200"
118A,3-Room,#06-85,06,85,available,68 Sqm,"$338,700"
118A,3-Room,#07-85,07,85,available,68 Sqm,"$341,200"
118A,3-Room,#08-85,08,85,available,68 Sqm,"$343,700"
118A,3-Room,#09-85,09,85,available,68 Sqm,"$344,700"
118A,3-Room,#10-85,10,85,booked,,
118A,3-Room,#11-85,11,85,available,68 Sqm,"$346,700"
118A,3-Room,#12-85,12,85,available,68 Sqm,"$347,700"
118A,3-Room,#13-85,13,85,available,68 Sqm,"$348,700"
118A,3-Room,#14-85,14,85,available,68 Sqm,"$349,700"
118A,3-Room,#15-85,15,85,available,68 Sqm,"$350,700"
118A,3-Room,#16-85,16,85,booked,,
118A,3-Room,#17-85,17,85,booked,,
118A,3-Room,#01-91,01,91,available,68 Sqm,"$317,800"
118A,3-Room,#02-91,02,91,available,68 Sqm,"$327,200"
118A,3-Room,#03-91,03,91,available,68 Sqm,"$330,200"
118A,3-Room,#04-91,04,91,available,68 Sqm,"$333,200"
118A,3-Room,#05-91,05,91,available,68 Sqm,"$336,200"
118A,3-Room,#06-91,06,91,available,68 Sqm,"$338,700"
118A,3-Room,#07-91,07,91,available,68 Sqm,"$341,200"
118A,3-Room,#08-91,08,91,available,68 Sqm,"$343,700"
118A,3-Room,#09-91,09,91,available,68 Sqm,"$344,700"
118A,3-Room,#10-91,10,91,available,68 Sqm,"$345,700"
118A,3-Room,#11-91,11,91,available,68 Sqm,"$346,700"
118A,3-Room,#12-91,12,91,available,68 Sqm,"$347,700"
118A,3-Room,#13-91,13,91,available,68 Sqm,"$348,700"
118A,3-Room,#14-91,14,91,available,68 Sqm,"$349,700"
118A,3-Room,#15-91,15,91,available,68 Sqm,"$350,700"
118A,3-Room,#16-91,16,91,available,68 Sqm,"$351,700"
118A,3-Room,#17-91,17,91,available,68 Sqm,"$351,700"
118A,4-Room,#06-55,06,55,available,93 Sqm,"$500,900"
118A,4-Room,#07-55,07,55,available,93 Sqm,"$504,400"
118A,4-Room,#08-55,08,55,available,93 Sqm,"$507,900"
118A,4-Room,#09-55,09,55,available,93 Sqm,"$509,300"
118A,4-Room,#10-55,10,55,available,93 Sqm,"$510,700"
118A,4-Room,#11-55,11,55,available,93 Sqm,"$512,100"
118A,4-Room,#12-55,12,55,available,93 Sqm,"$513,500"
118A,4-Room,#13-55,13,55,available,93 Sqm,"$514,900"
118A,4-Room,#14-55,14,55,available,93 Sqm,"$516,300"
118A,4-Room,#15-55,15,55,available,93 Sqm,"$517,700"
118A,4-Room,#16-55,16,55,available,93 Sqm,"$519,100"
118A,4-Room,#17-55,17,55,available,93 Sqm,"$519,100"
118A,4-Room,#02-57,02,57,available,97 Sqm,"$496,000"
118A,4-Room,#03-57,03,57,available,97 Sqm,"$500,500"
118A,4-Room,#04-57,04,57,booked,,
118A,4-Room,#05-57,05,57,booked,,
118A,4-Room,#06-57,06,57,booked,,
118A,4-Room,#07-57,07,57,booked,,
118A,4-Room,#08-57,08,57,booked,,
118A,4-Room,#09-57,09,57,booked,,
118A,4-Room,#10-57,10,57,booked,,
118A,4-Room,#11-57,11,57,booked,,
118A,4-Room,#12-57,12,57,booked,,
118A,4-Room,#13-57,13,57,booked,,
118A,4-Room,#14-57,14,57,booked,,
118A,4-Room,#15-57,15,57,booked,,
118A,4-Room,#16-57,16,57,booked,,
118A,4-Room,#17-57,17,57,booked,,
118A,4-Room,#01-61,01,61,available,93 Sqm,"$461,400"
118A,4-Room,#02-61,02,61,available,93 Sqm,"$465,900"
118A,4-Room,#03-61,03,61,available,93 Sqm,"$470,400"
118A,4-Room,#04-61,04,61,available,93 Sqm,"$474,900"
118A,4-Room,#05-61,05,61,available,93 Sqm,"$488,400"
118A,4-Room,#06-61,06,61,available,93 Sqm,"$491,900"
118A,4-Room,#07-61,07,61,available,93 Sqm,"$495,400"
118A,4-Room,#08-61,08,61,available,93 Sqm,"$498,900"
118A,4-Room,#09-61,09,61,booked,,
118A,4-Room,#10-61,10,61,available,93 Sqm,"$501,700"
118A,4-Room,#11-61,11,61,booked,,
118A,4-Room,#12-61,12,61,available,93 Sqm,"$504,500"
118A,4-Room,#13-61,13,61,booked,,
118A,4-Room,#14-61,14,61,available,93 Sqm,"$507,300"
118A,4-Room,#15-61,15,61,booked,,
118A,4-Room,#16-61,16,61,booked,,
118A,4-Room,#17-61,17,61,available,93 Sqm,"$510,100"
118A,4-Room,#01-63,01,63,available,93 Sqm,"$470,400"
118A,4-Room,#02-63,02,63,available,93 Sqm,"$474,900"
118A,4-Room,#03-63,03,63,available,93 Sqm,"$479,400"
118A,4-Room,#04-63,04,63,available,93 Sqm,"$483,900"
118A,4-Room,#05-63,05,63,available,93 Sqm,"$488,400"
118A,4-Room,#06-63,06,63,available,93 Sqm,"$491,900"
118A,4-Room,#07-63,07,63,available,93 Sqm,"$495,400"
118A,4-Room,#08-63,08,63,available,93 Sqm,"$498,900"
118A,4-Room,#09-63,09,63,available,93 Sqm,"$500,300"
118A,4-Room,#10-63,10,63,available,93 Sqm,"$501,700"
118A,4-Room,#11-63,11,63,available,93 Sqm,"$503,100"
118A,4-Room,#12-63,12,63,available,93 Sqm,"$504,500"
118A,4-Room,#13-63,13,63,available,93 Sqm,"$505,900"
118A,4-Room,#14-63,14,63,available,93 Sqm,"$507,300"
118A,4-Room,#15-63,15,63,available,93 Sqm,"$508,700"
118A,4-Room,#16-63,16,63,available,93 Sqm,"$510,100"
118A,4-Room,#17-63,17,63,available,93 Sqm,"$510,100"
118A,4-Room,#01-65,01,65,available,93 Sqm,"$470,400"
118A,4-Room,#02-65,02,65,available,93 Sqm,"$474,900"
118A,4-Room,#03-65,03,65,available,93 Sqm,"$479,400"
118A,4-Room,#04-65,04,65,available,93 Sqm,"$483,900"
118A,4-Room,#05-65,05,65,available,93 Sqm,"$488,400"
118A,4-Room,#06-65,06,65,available,93 Sqm,"$491,900"
118A,4-Room,#07-65,07,65,available,93 Sqm,"$495,400"
118A,4-Room,#08-65,08,65,available,93 Sqm,"$498,900"
118A,4-Room,#09-65,09,65,available,93 Sqm,"$500,300"
118A,4-Room,#10-65,10,65,available,93 Sqm,"$501,700"
118A,4-Room,#11-65,11,65,available,93 Sqm,"$503,100"
118A,4-Room,#12-65,12,65,available,93 Sqm,"$504,500"
118A,4-Room,#13-65,13,65,booked,,
118A,4-Room,#14-65,14,65,available,93 Sqm,"$507,300"
118A,4-Room,#15-65,15,65,available,93 Sqm,"$508,700"
118A,4-Room,#16-65,16,65,available,93 Sqm,"$510,100"
118A,4-Room,#17-65,17,65,available,93 Sqm,"$510,100"
118A,4-Room,#01-67,01,67,available,93 Sqm,"$470,400"
118A,4-Room,#02-67,02,67,available,93 Sqm,"$474,900"
118A,4-Room,#03-67,03,67,available,93 Sqm,"$479,400"
118A,4-Room,#04-67,04,67,available,93 Sqm,"$483,900"
118A,4-Room,#05-67,05,67,available,93 Sqm,"$488,400"
118A,4-Room,#06-67,06,67,available,93 Sqm,"$491,900"
118A,4-Room,#07-67,07,67,available,93 Sqm,"$495,400"
118A,4-Room,#08-67,08,67,available,93 Sqm,"$498,900"
118A,4-Room,#09-67,09,67,available,93 Sqm,"$500,300"
118A,4-Room,#10-67,10,67,available,93 Sqm,"$501,700"
118A,4-Room,#11-67,11,67,available,93 Sqm,"$503,100"
118A,4-Room,#12-67,12,67,available,93 Sqm,"$504,500"
118A,4-Room,#13-67,13,67,available,93 Sqm,"$505,900"
118A,4-Room,#14-67,14,67,available,93 Sqm,"$507,300"
118A,4-Room,#15-67,15,67,available,93 Sqm,"$508,700"
118A,4-Room,#16-67,16,67,booked,,
118A,4-Room,#17-67,17,67,available,93 Sqm,"$510,100"
118A,4-Room,#01-69,01,69,available,93 Sqm,"$470,400"
118A,4-Room,#02-69,02,69,available,93 Sqm,"$474,900"
118A,4-Room,#03-69,03,69,available,93 Sqm,"$479,400"
118A,4-Room,#04-69,04,69,available,93 Sqm,"$483,900"
118A,4-Room,#05-69,05,69,available,93 Sqm,"$488,400"
118A,4-Room,#06-69,06,69,available,93 Sqm,"$491,900"
118A,4-Room,#07-69,07,69,available,93 Sqm,"$495,400"
118A,4-Room,#08-69,08,69,available,93 Sqm,"$498,900"
118A,4-Room,#09-69,09,69,available,93 Sqm,"$500,300"
118A,4-Room,#10-69,10,69,available,93 Sqm,"$501,700"
118A,4-Room,#11-69,11,69,available,93 Sqm,"$503,100"
118A,4-Room,#12-69,12,69,available,93 Sqm,"$504,500"
118A,4-Room,#13-69,13,69,available,93 Sqm,"$505,900"
118A,4-Room,#14-69,14,69,available,93 Sqm,"$507,300"
118A,4-Room,#15-69,15,69,available,93 Sqm,"$508,700"
118A,4-Room,#16-69,16,69,available,93 Sqm,"$510,100"
118A,4-Room,#17-69,17,69,available,93 Sqm,"$510,100"
118A,4-Room,#01-71,01,71,available,93 Sqm,"$470,400"
118A,4-Room,#02-71,02,71,available,93 Sqm,"$474,900"
118A,4-Room,#03-71,03,71,available,93 Sqm,"$479,400"
118A,4-Room,#04-71,04,71,available,93 Sqm,"$483,900"
118A,4-Room,#05-71,05,71,available,93 Sqm,"$488,400"
118A,4-Room,#06-71,06,71,available,93 Sqm,"$491,900"
118A,4-Room,#07-71,07,71,available,93 Sqm,"$495,400"
118A,4-Room,#08-71,08,71,available,93 Sqm,"$498,900"
118A,4-Room,#09-71,09,71,available,93 Sqm,"$500,300"
118A,4-Room,#10-71,10,71,available,93 Sqm,"$501,700"
118A,4-Room,#11-71,11,71,available,93 Sqm,"$503,100"
118A,4-Room,#12-71,12,71,available,93 Sqm,"$504,500"
118A,4-Room,#13-71,13,71,available,93 Sqm,"$505,900"
118A,4-Room,#14-71,14,71,available,93 Sqm,"$507,300"
118A,4-Room,#15-71,15,71,available,93 Sqm,"$508,700"
118A,4-Room,#16-71,16,71,booked,,
118A,4-Room,#17-71,17,71,available,93 Sqm,"$510,100"
118A,4-Room,#01-73,01,73,available,93 Sqm,"$470,400"
118A,4-Room,#02-73,02,73,available,93 Sqm,"$474,900"
118A,4-Room,#03-73,03,73,available,93 Sqm,"$479,400"
118A,4-Room,#04-73,04,73,available,93 Sqm,"$483,900"
118A,4-Room,#05-73,05,73,available,93 Sqm,"$488,400"
118A,4-Room,#06-73,06,73,available,93 Sqm,"$491,900"
118A,4-Room,#07-73,07,73,available,93 Sqm,"$495,400"
118A,4-Room,#08-73,08,73,available,93 Sqm,"$498,900"
118A,4-Room,#09-73,09,73,available,93 Sqm,"$500,300"
118A,4-Room,#10-73,10,73,available,93 Sqm,"$501,700"
118A,4-Room,#11-73,11,73,available,93 Sqm,"$503,100"
118A,4-Room,#12-73,12,73,available,93 Sqm,"$504,500"
118A,4-Room,#13-73,13,73,available,93 Sqm,"$505,900"
118A,4-Room,#14-73,14,73,available,93 Sqm,"$507,300"
118A,4-Room,#15-73,15,73,available,93 Sqm,"$508,700"
118A,4-Room,#16-73,16,73,available,93 Sqm,"$510,100"
118A,4-Room,#17-73,17,73,available,93 Sqm,"$510,100"
118A,4-Room,#02-77,02,77,available,93 Sqm,"$474,900"
118A,4-Room,#03-77,03,77,available,93 Sqm,"$479,400"
118A,4-Room,#04-77,04,77,available,93 Sqm,"$483,900"
118A,4-Room,#05-77,05,77,available,93 Sqm,"$488,400"
118A,4-Room,#06-77,06,77,available,93 Sqm,"$491,900"
118A,4-Room,#07-77,07,77,available,93 Sqm,"$495,400"
118A,4-Room,#08-77,08,77,available,93 Sqm,"$498,900"
118A,4-Room,#09-77,09,77,available,93 Sqm,"$500,300"
118A,4-Room,#10-77,10,77,available,93 Sqm,"$501,700"
118A,4-Room,#11-77,11,77,available,93 Sqm,"$503,100"
118A,4-Room,#12-77,12,77,available,93 Sqm,"$504,500"
118A,4-Room,#13-77,13,77,available,93 Sqm,"$505,900"
118A,4-Room,#14-77,14,77,available,93 Sqm,"$507,300"
118A,4-Room,#15-77,15,77,available,93 Sqm,"$508,700"
118A,4-Room,#16-77,16,77,available,93 Sqm,"$510,100"
118A,4-Room,#17-77,17,77,available,93 Sqm,"$510,100"
118A,4-Room,#02-79,02,79,available,93 Sqm,"$465,900"
118A,4-Room,#03-79,03,79,available,93 Sqm,"$470,400"
118A,4-Room,#04-79,04,79,available,93 Sqm,"$474,900"
118A,4-Room,#05-79,05,79,available,93 Sqm,"$488,400"
118A,4-Room,#06-79,06,79,available,93 Sqm,"$496,400"
118A,4-Room,#07-79,07,79,available,93 Sqm,"$504,400"
118A,4-Room,#08-79,08,79,available,93 Sqm,"$507,900"
118A,4-Room,#09-79,09,79,available,93 Sqm,"$509,300"
118A,4-Room,#10-79,10,79,available,93 Sqm,"$510,700"
118A,4-Room,#11-79,11,79,available,93 Sqm,"$512,100"
118A,4-Room,#12-79,12,79,available,93 Sqm,"$513,500"
118A,4-Room,#13-79,13,79,available,93 Sqm,"$514,900"
118A,4-Room,#14-79,14,79,available,93 Sqm,"$516,300"
118A,4-Room,#15-79,15,79,available,93 Sqm,"$517,700"
118A,4-Room,#16-79,16,79,available,93 Sqm,"$519,100"
118A,4-Room,#17-79,17,79,available,93 Sqm,"$519,100"
118A,4-Room,#01-83,01,83,available,93 Sqm,"$457,000"
118A,4-Room,#02-83,02,83,available,93 Sqm,"$461,500"
118A,4-Room,#03-83,03,83,available,93 Sqm,"$466,000"
118A,4-Room,#04-83,04,83,available,93 Sqm,"$470,500"
118A,4-Room,#05-83,05,83,available,93 Sqm,"$479,500"
118A,4-Room,#06-83,06,83,available,93 Sqm,"$487,500"
118A,4-Room,#07-83,07,83,available,93 Sqm,"$491,000"
118A,4-Room,#08-83,08,83,available,93 Sqm,"$494,500"
118A,4-Room,#09-83,09,83,available,93 Sqm,"$495,900"
118A,4-Room,#10-83,10,83,available,93 Sqm,"$497,300"
118A,4-Room,#11-83,11,83,available,93 Sqm,"$498,700"
118A,4-Room,#12-83,12,83,available,93 Sqm,"$500,100"
118A,4-Room,#13-83,13,83,available,93 Sqm,"$501,500"
118A,4-Room,#14-83,14,83,available,93 Sqm,"$502,900"
118A,4-Room,#15-83,15,83,available,93 Sqm,"$504,300"
118A,4-Room,#16-83,16,83,available,93 Sqm,"$505,700"
118A,4-Room,#17-83,17,83,available,93 Sqm,"$505,700"
118A,4-Room,#06-87,06,87,available,93 Sqm,"$491,900"
118A,4-Room,#07-87,07,87,available,93 Sqm,"$495,400"
118A,4-Room,#08-87,08,87,available,93 Sqm,"$498,900"
118A,4-Room,#09-87,09,87,available,93 Sqm,"$500,300"
118A,4-Room,#10-87,10,87,available,93 Sqm,"$501,700"
118A,4-Room,#11-87,11,87,available,93 Sqm,"$503,100"
118A,4-Room,#12-87,12,87,available,93 Sqm,"$504,500"
118A,4-Room,#13-87,13,87,available,93 Sqm,"$505,900"
118A,4-Room,#14-87,14,87,available,93 Sqm,"$507,300"
118A,4-Room,#15-87,15,87,available,93 Sqm,"$508,700"
118A,4-Room,#16-87,16,87,available,93 Sqm,"$510,100"
118A,4-Room,#17-87,17,87,available,93 Sqm,"$510,100"
118A,4-Room,#06-89,06,89,available,93 Sqm,"$491,900"
118A,4-Room,#07-89,07,89,available,93 Sqm,"$495,400"
118A,4-Room,#08-89,08,89,available,93 Sqm,"$498,900"
118A,4-Room,#09-89,09,89,available,93 Sqm,"$500,300"
118A,4-Room,#10-89,10,89,available,93 Sqm,"$501,700"
118A,4-Room,#11-89,11,89,available,93 Sqm,"$503,100"
118A,4-Room,#12-89,12,89,available,93 Sqm,"$504,500"
118A,4-Room,#13-89,13,89,available,93 Sqm,"$505,900"
118A,4-Room,#14-89,14,89,available,93 Sqm,"$507,300"
118A,4-Room,#15-89,15,89,available,93 Sqm,"$508,700"
118A,4-Room,#16-89,16,89,booked,,
118A,4-Room,#17-89,17,89,booked,,
118A,4-Room,#01-93,01,93,available,93 Sqm,"$457,000"
118A,4-Room,#02-93,02,93,available,93 Sqm,"$461,500"
118A,4-Room,#03-93,03,93,available,93 Sqm,"$466,000"
118A,4-Room,#04-93,04,93,available,93 Sqm,"$470,500"
118A,4-Room,#05-93,05,93,available,93 Sqm,"$479,500"
118A,4-Room,#06-93,06,93,available,93 Sqm,"$487,500"
118A,4-Room,#07-93,07,93,available,93 Sqm,"$491,000"
118A,4-Room,#08-93,08,93,available,93 Sqm,"$494,500"
118A,4-Room,#09-93,09,93,available,93 Sqm,"$495,900"
118A,4-Room,#10-93,10,93,available,93 Sqm,"$497,300"
118A,4-Room,#11-93,11,93,available,93 Sqm,"$498,700"
118A,4-Room,#12-93,12,93,available,93 Sqm,"$500,100"
118A,4-Room,#13-93,13,93,available,93 Sqm,"$501,500"
118A,4-Room,#14-93,14,93,available,93 Sqm,"$502,900"
118A,4-Room,#15-93,15,93,available,93 Sqm,"$504,300"
118A,4-Room,#16-93,16,93,booked,,
118A,4-Room,#17-93,17,93,available,93 Sqm,"$505,700"
